mrp;price;product_category;rating;review_count;Nylon;Rayon;Spandex;polyester;Cotton;Modal;Elastane
46.00 ;46.00 ;Bras;4.4;280;87;0;13;0;0;0;0
68.00 ;68.00 ;Bras;4.2;247;80;0;20;0;0;0;0
68.00 ;59.84 ;Bras;3.7;57;58;0;42;0;0;0;0
50.00 ;50.00 ;Bras;4.2;959;85;0;15;0;0;0;0
22.00 ;19.18 ;Panties;4.4;398;0;0;12;0;53;35;0
55.00 ;55.00 ;Bras;4.2;584;0;0;15;85;0;0;0
65.00 ;65.00 ;Bras;4.3;1848;80;0;20;0;0;0;0
60.00 ;60.00 ;Bras;4.9;17;65;0;35;0;0;0;0
18.00 ;14.40 ;Bras;4;509;89;0;11;0;0;0;0
44.00 ;33.00 ;Bras;3.9;12;79;0;0;0;0;0;21.5
62.40 ;62.40 ;Bras;4.9;17;65;0;35;0;0;0;0
46.00 ;46.00 ;Bras;4.2;162;82;0;18;0;0;0;0
46.00 ;34.50 ;Bras;4.3;466;71;0;29;0;0;0;0
38.00 ;30.40 ;Bras;4.3;375;86;0;14;0;0;0;0
38.00 ;21.89 ;Bras;4.3;375;86;0;14;0;0;0;0
50.00 ;50.00 ;Bras;4.2;959;85;0;15;0;0;0;0
60.00 ;60.00 ;Bras;4.4;753;82;0;18;0;0;0;0
50.00 ;36.99 ;Bras;4.2;959;85;0;15;0;0;0;0
55.00 ;55.00 ;Bras;4.2;584;0;0;15;85;0;0;0
55.00 ;55.00 ;Bras;4.2;584;0;0;15;85;0;0;0
60.00 ;60.00 ;Bras;4.9;17;65;0;35;0;0;0;0
38.00 ;30.40 ;Bras;4.3;375;86;0;14;0;0;0;0
48.00 ;48.00 ;Bras;4.3;466;71;0;29;0;0;0;0
60.00 ;39.95 ;Bras;4.9;17;65;0;35;0;0;0;0
44.00 ;44.00 ;Bras;4;18;88;0;12;0;0;0;0
27.00 ;25.59 ;Panties;4.3;94;41;0;11;48;0;0;0
65.00 ;65.00 ;Bras;4.3;1848;80;0;20;0;0;0;0
50.00 ;50.00 ;Bras;4.2;959;85;0;15;0;0;0;0
48.00 ;48.00 ;Bras;4.2;959;85;0;15;0;0;0;0
68.00 ;68.00 ;Bras;4.2;247;80;0;20;0;0;0;0
38.00 ;21.89 ;Bras;4.3;375;86;0;14;0;0;0;0
72.00 ;72.00 ;Bras;3.8;96;72;0;28;0;0;0;0
38.00 ;33.99 ;Bras;4.3;375;86;0;14;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1137;80;0;20;0;0;0;0
38.00 ;38.00 ;Bras;4.3;375;100;0;0;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1137;80;0;20;0;0;0;0
46.00 ;34.50 ;Bras;4.3;466;71;0;29;0;0;0;0
38.00 ;30.40 ;Bras;4.3;375;86;0;14;0;0;0;0
42.00 ;42.00 ;Bras;3.8;194;70;0;0;0;0;0;30
50.00 ;50.00 ;Bras;4.1;467;0;0;0;100;0;0;0
46.00 ;46.00 ;Bras;4.4;280;87;0;13;0;0;0;0
60.00 ;60.00 ;Bras;4.9;17;65;0;35;0;0;0;0
33.00 ;33.00 ;Panties;3.8;12;72;0;0;0;0;0;28
65.00 ;51.00 ;Bras;3.8;88;65;0;35;0;0;0;0
68.00 ;68.00 ;Bras;4.2;247;80;0;20;0;0;0;0
38.00 ;30.40 ;Bras;4.3;375;86;0;14;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1137;80;0;20;0;0;0;0
33.00 ;33.00 ;Panties;4.4;70;85;0;0;0;0;0;15
46.00 ;34.50 ;Bras;4.3;466;71;0;29;0;0;0;0
33.00 ;23.10 ;Panties;4.7;9;91;0;0;0;0;0;9
50.00 ;50.00 ;Bras;4.2;959;85;0;15;0;0;0;0
20.00 ;12.99 ;Panties;4.7;528;0;0;0;0;53;35;12
65.00 ;39.99 ;Bras;4.3;105;0;0;10;90;0;0;0
60.00 ;60.00 ;Bras;4.1;136;81;0;19;0;0;0;0
56.00 ;23.09 ;Bras;4.4;90;82;0;18;0;0;0;0
46.00 ;46.00 ;Bras;4.4;280;100;0;0;0;0;0;0
33.00 ;33.00 ;Panties;4.4;70;85;0;0;0;0;0;15
35.85 ;35.85 ;Panties;3.9;90;72;0;0;0;0;0;28
55.00 ;55.00 ;Bras;4;2;0;0;15;85;0;0;0
68.00 ;68.00 ;Bras;3.7;57;58;0;42;0;0;0;0
65.00 ;65.00 ;Bras;4.3;308;0;0;0;100;0;0;0
50.00 ;50.00 ;Bras;4.2;959;85;0;15;0;0;0;0
36.00 ;32.00 ;Bras;4.6;61;72;0;0;0;0;0;28
65.00 ;65.00 ;Bras;4.4;1137;80;0;20;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1137;80;0;20;0;0;0;0
50.00 ;47.00 ;Bras;4.2;959;85;0;15;0;0;0;0
60.00 ;60.00 ;Bras;4.4;753;82;0;18;0;0;0;0
27.00 ;27.00 ;Panties;4.5;23;82;0;18;0;0;0;0
68.00 ;68.00 ;Bras;3.7;57;58;0;42;0;0;0;0
36.00 ;36.00 ;Bras;4.6;61;72;0;0;0;0;0;28
46.00 ;34.50 ;Bras;4.3;466;71;0;29;0;0;0;0
38.00 ;21.89 ;Bras;4.3;375;86;0;14;0;0;0;0
38.00 ;38.00 ;Bras;4.3;375;100;0;0;0;0;0;0
38.00 ;38.00 ;Bras;4.3;375;86;0;14;0;0;0;0
50.00 ;50.00 ;Bras;4.2;959;85;0;15;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1137;80;0;20;0;0;0;0
35.83 ;35.83 ;Panties;3.9;90;72;0;0;0;0;0;28
60.00 ;45.49 ;Bras;4.9;17;65;0;35;0;0;0;0
55.00 ;39.95 ;Bras;4;2;0;0;15;85;0;0;0
65.00 ;65.00 ;Bras;4.4;806;91;0;9;0;0;0;0
60.00 ;41.99 ;Bras;4.9;17;65;0;35;0;0;0;0
60.00 ;60.00 ;Bras;4.4;754;82;0;18;0;0;0;0
39.00 ;39.00 ;Panties;4.7;121;93;0;7;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1137;80;0;20;0;0;0;0
22.00 ;22.00 ;Panties;4.8;5;43;0;9;48;0;0;0
65.00 ;65.00 ;Bras;4.4;806;91;0;9;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1137;80;0;20;0;0;0;0
34.00 ;34.00 ;Bras;4.4;118;95;0;5;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1137;80;0;20;0;0;0;0
50.00 ;50.00 ;Bras;4.2;959;85;0;15;0;0;0;0
65.00 ;43.23 ;Bras;4.4;806;91;0;9;0;0;0;0
38.00 ;15.12 ;Bras;4.3;375;86;0;14;0;0;0;0
38.00 ;21.99 ;Bras;4.3;375;86;0;14;0;0;0;0
60.00 ;60.00 ;Bras;4.4;754;82;0;18;0;0;0;0
38.00 ;25.00 ;Bras;4.3;375;86;0;14;0;0;0;0
38.00 ;21.99 ;Bras;4.3;375;86;0;14;0;0;0;0
38.00 ;21.32 ;Bras;4.3;375;86;0;14;0;0;0;0
68.00 ;68.00 ;Bras;3.7;57;58;0;42;0;0;0;0
38.00 ;30.40 ;Bras;4.3;375;86;0;14;0;0;0;0
38.00 ;38.00 ;Bras;4.3;375;100;0;0;0;0;0;0
46.00 ;34.50 ;Bras;4.3;466;71;0;29;0;0;0;0
60.00 ;60.00 ;Bras;4.9;17;65;0;35;0;0;0;0
19.00 ;19.00 ;Panties;4.1;60;86;0;14;0;0;0;0
36.00 ;24.70 ;Bras;4.6;61;72;0;0;0;0;0;28
56.00 ;23.09 ;Bras;4.4;90;82;0;18;0;0;0;0
46.00 ;46.00 ;Bras;4.2;730;87;0;13;0;0;0;0
46.00 ;39.50 ;Bras;4.3;466;71;0;29;0;0;0;0
50.00 ;50.00 ;Bras;4.2;959;85;0;15;0;0;0;0
27.00 ;27.00 ;Bras;4.6;61;72;0;0;0;0;0;28
60.00 ;39.95 ;Bras;4.9;17;65;0;35;0;0;0;0
11.00 ;11.00 ;Panties;4.4;71;100;0;0;0;0;0;0
27.00 ;27.00 ;Panties;4;46;100;0;0;0;0;0;0
60.00 ;60.00 ;Bras;4.9;17;65;0;35;0;0;0;0
60.00 ;60.00 ;Bras;4.1;136;81;0;19;0;0;0;0
46.00 ;34.49 ;Bras;4.3;466;71;0;29;0;0;0;0
38.00 ;22.98 ;Bras;4.3;375;86;0;14;0;0;0;0
60.00 ;60.00 ;Bras;4.4;754;82;0;18;0;0;0;0
46.00 ;36.80 ;Bras;4.3;466;71;0;29;0;0;0;0
60.00 ;60.00 ;Bras;4.4;754;82;0;18;0;0;0;0
60.00 ;60.00 ;Bras;4.9;17;65;0;35;0;0;0;0
65.00 ;65.00 ;Bras;4.3;1848;80;0;20;0;0;0;0
55.00 ;55.00 ;Bras;4.2;584;0;0;15;85;0;0;0
65.00 ;55.45 ;Bras;4.3;105;0;0;10;90;0;0;0
65.00 ;65.00 ;Bras;4.4;806;91;0;9;0;0;0;0
38.00 ;38.00 ;Bras;4.3;375;100;0;0;0;0;0;0
55.00 ;55.00 ;Bras;4.2;584;0;0;15;85;0;0;0
65.00 ;22.99 ;Bras;3.8;88;65;0;35;0;0;0;0
36.00 ;36.00 ;Bras;4.6;61;72;0;0;0;0;0;28
46.00 ;46.00 ;Bras;4.4;280;100;0;0;0;0;0;0
60.00 ;60.00 ;Bras;4.1;136;81;0;19;0;0;0;0
68.00 ;52.00 ;Bras;4.2;247;80;0;20;0;0;0;0
36.00 ;27.00 ;Bras;4.6;61;72;0;0;0;0;0;28
65.00 ;65.00 ;Bras;4.4;1137;80;0;20;0;0;0;0
38.00 ;25.00 ;Bras;4.3;375;86;0;14;0;0;0;0
44.00 ;35.20 ;Bras;4;18;88;0;12;0;0;0;0
60.00 ;60.00 ;Bras;4.1;136;81;0;19;0;0;0;0
46.00 ;29.99 ;Bras;4.4;280;87;0;13;0;0;0;0
44.00 ;35.20 ;Bras;4;18;88;0;12;0;0;0;0
55.00 ;55.00 ;Bras;4.2;584;0;0;15;85;0;0;0
19.00 ;19.00 ;Panties;4.1;60;100;0;0;0;0;0;0
22.00 ;22.00 ;Panties;4.4;398;0;0;12;0;53;35;0
42.00 ;42.00 ;Bras;3.8;194;70;0;0;0;0;0;30
38.00 ;30.40 ;Bras;3.8;30;71;0;0;0;0;0;29.5
50.00 ;50.00 ;Bras;4.3;105;0;0;10;90;0;0;0
60.00 ;60.00 ;Bras;4.4;754;82;0;18;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1137;80;0;20;0;0;0;0
65.00 ;65.00 ;Bras;4.3;308;0;0;0;100;0;0;0
60.00 ;57.00 ;Bras;4.4;754;82;0;18;0;0;0;0
65.00 ;65.00 ;Bras;4.3;308;0;0;0;100;0;0;0
38.00 ;20.39 ;Bras;4.3;375;86;0;14;0;0;0;0
60.00 ;60.00 ;Bras;4.4;754;82;0;18;0;0;0;0
60.00 ;60.00 ;Bras;4.4;754;100;0;0;0;0;0;0
50.00 ;50.00 ;Bras;4.2;959;85;0;15;0;0;0;0
65.00 ;65.00 ;Bras;4.3;105;0;0;10;90;0;0;0
38.00 ;30.40 ;Bras;4.3;375;86;0;14;0;0;0;0
50.00 ;50.00 ;Bras;4.2;959;85;0;15;0;0;0;0
65.00 ;65.00 ;Bras;4.3;308;0;0;0;100;0;0;0
38.00 ;38.00 ;Bras;4.3;375;100;0;0;0;0;0;0
65.00 ;65.00 ;Bras;4.3;1848;80;0;20;0;0;0;0
60.00 ;60.00 ;Bras;4.9;17;65;0;35;0;0;0;0
60.00 ;60.00 ;Bras;4.4;754;82;0;18;0;0;0;0
38.00 ;15.92 ;Bras;4.3;375;86;0;14;0;0;0;0
36.00 ;27.00 ;Bras;4.6;61;72;0;0;0;0;0;28
65.00 ;65.00 ;Bras;4.4;806;91;0;9;0;0;0;0
72.00 ;72.00 ;Bras;3.8;96;72;0;28;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1137;80;0;20;0;0;0;0
60.00 ;34.99 ;Bras;4.4;754;100;0;0;0;0;0;0
38.00 ;38.00 ;Bras;3.8;30;71;0;0;0;0;0;29.5
46.00 ;46.00 ;Bras;4.4;280;100;0;0;0;0;0;0
72.00 ;34.99 ;Bras;3.8;96;72;0;28;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1137;80;0;20;0;0;0;0
46.00 ;34.97 ;Bras;4.3;466;71;0;29;0;0;0;0
46.00 ;46.00 ;Bras;4.2;161;82;0;18;0;0;0;0
46.00 ;34.50 ;Bras;4.3;466;71;0;29;0;0;0;0
65.00 ;39.86 ;Bras;4.3;1848;80;0;20;0;0;0;0
38.00 ;20.56 ;Bras;4.3;375;86;0;14;0;0;0;0
55.00 ;50.00 ;Bras;4.2;584;0;0;15;85;0;0;0
38.00 ;21.99 ;Bras;4.3;375;86;0;14;0;0;0;0
50.00 ;50.00 ;Bras;4.2;959;85;0;15;0;0;0;0
60.00 ;60.00 ;Bras;4.4;754;82;0;18;0;0;0;0
60.00 ;60.00 ;Bras;4.1;136;81;0;19;0;0;0;0
46.00 ;34.50 ;Bras;4.3;466;71;0;29;0;0;0;0
28.00 ;16.80 ;Bras;3.1;6;0;0;0;0;92;0;8
55.00 ;55.00 ;Bras;4.2;584;0;0;15;85;0;0;0
38.00 ;30.40 ;Bras;4.3;375;86;0;14;0;0;0;0
38.00 ;30.40 ;Bras;4.3;375;86;0;14;0;0;0;0
46.00 ;34.50 ;Bras;4.3;466;71;0;29;0;0;0;0
55.00 ;55.00 ;Bras;4.2;584;0;0;15;85;0;0;0
65.00 ;62.00 ;Bras;4.3;1848;80;0;20;0;0;0;0
60.00 ;60.00 ;Bras;4.4;754;82;0;18;0;0;0;0
38.00 ;30.40 ;Bras;4.3;375;86;0;14;0;0;0;0
60.00 ;60.00 ;Bras;4.1;136;81;0;19;0;0;0;0
38.00 ;38.00 ;Bras;3.8;30;71;0;0;0;0;0;29.5
48.00 ;48.00 ;Bras;4.4;754;100;0;0;0;0;0;0
55.00 ;44.00 ;Bras;4.2;584;0;0;15;85;0;0;0
34.85 ;34.85 ;Panties;3.9;90;72;0;0;0;0;0;28
50.00 ;50.00 ;Bras;4.2;959;85;0;15;0;0;0;0
60.00 ;39.95 ;Bras;4.9;17;65;0;35;0;0;0;0
33.00 ;33.00 ;Panties;3.9;90;72;0;0;0;0;0;28
38.00 ;38.00 ;Bras;3.8;30;71;0;0;0;0;0;29.5
60.00 ;48.00 ;Bras;4.4;753;82;0;18;0;0;0;0
46.00 ;46.00 ;Bras;4.4;280;100;0;0;0;0;0;0
38.00 ;23.70 ;Bras;4.3;375;86;0;14;0;0;0;0
44.00 ;33.00 ;Bras;3.9;12;79;0;0;0;0;0;21.5
38.00 ;30.40 ;Bras;4.3;375;86;0;14;0;0;0;0
60.00 ;60.00 ;Bras;4.9;17;65;0;35;0;0;0;0
60.00 ;60.00 ;Bras;4.4;754;82;0;18;0;0;0;0
46.00 ;34.50 ;Bras;4.3;466;71;0;29;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1137;80;0;20;0;0;0;0
60.00 ;39.95 ;Bras;4.9;17;65;0;35;0;0;0;0
46.00 ;46.00 ;Bras;4.2;162;82;0;18;0;0;0;0
38.00 ;21.89 ;Bras;4.3;375;86;0;14;0;0;0;0
55.00 ;55.00 ;Bras;4;2;0;0;15;85;0;0;0
60.00 ;56.90 ;Bras;4.4;754;82;0;18;0;0;0;0
46.00 ;46.00 ;Bras;4.2;730;87;0;13;0;0;0;0
18.00 ;14.40 ;Bras;4;509;89;0;11;0;0;0;0
54.99 ;54.99 ;Bras;4.4;90;82;0;18;0;0;0;0
65.00 ;65.00 ;Bras;4.3;308;0;0;0;100;0;0;0
74.99 ;74.99 ;Bras;4.3;105;0;0;10;90;0;0;0
55.00 ;55.00 ;Bras;4.2;584;0;0;15;85;0;0;0
60.00 ;60.00 ;Bras;4.1;136;81;0;19;0;0;0;0
38.00 ;28.50 ;Bras;3.8;30;71;0;0;0;0;0;29.5
38.00 ;22.84 ;Bras;4.3;375;86;0;14;0;0;0;0
60.00 ;49.00 ;Bras;4.4;754;100;0;0;0;0;0;0
32.00 ;13.44 ;Bras;3.8;71;0;0;0;0;92;0;8
72.00 ;72.00 ;Bras;3.8;96;72;0;28;0;0;0;0
38.00 ;15.64 ;Bras;4.3;375;86;0;14;0;0;0;0
60.00 ;60.00 ;Bras;4.4;754;100;0;0;0;0;0;0
50.00 ;50.00 ;Bras;4.2;959;85;0;15;0;0;0;0
46.00 ;29.99 ;Bras;4.4;280;87;0;13;0;0;0;0
38.00 ;30.40 ;Bras;4.3;375;86;0;14;0;0;0;0
38.00 ;20.39 ;Bras;4.3;375;86;0;14;0;0;0;0
38.00 ;30.40 ;Bras;4.3;375;86;0;14;0;0;0;0
65.00 ;65.00 ;Bras;4.4;806;91;0;9;0;0;0;0
68.00 ;68.00 ;Bras;3.7;57;58;0;42;0;0;0;0
59.99 ;59.99 ;Bras;4.4;753;82;0;18;0;0;0;0
55.00 ;55.00 ;Bras;4.2;584;0;0;15;85;0;0;0
56.00 ;39.98 ;Bras;4.4;90;82;0;18;0;0;0;0
46.00 ;46.00 ;Bras;4.2;162;82;0;18;0;0;0;0
60.00 ;60.00 ;Bras;4.9;17;65;0;35;0;0;0;0
60.00 ;34.99 ;Bras;4.4;753;100;0;0;0;0;0;0
55.00 ;55.00 ;Bras;4.2;584;0;0;15;85;0;0;0
38.00 ;21.69 ;Bras;4.3;375;86;0;14;0;0;0;0
46.00 ;34.50 ;Bras;4.3;466;71;0;29;0;0;0;0
60.00 ;60.00 ;Bras;4.1;136;81;0;19;0;0;0;0
32.00 ;25.60 ;Bras;3.8;71;0;0;0;0;92;0;8
60.00 ;60.00 ;Bras;4.4;754;100;0;0;0;0;0;0
60.00 ;60.00 ;Bras;4.4;754;100;0;0;0;0;0;0
63.83 ;63.83 ;Bras;4.3;105;0;0;10;90;0;0;0
46.00 ;46.00 ;Bras;4.2;161;82;0;18;0;0;0;0
42.00 ;31.50 ;Bras;3.8;194;67;0;33;0;0;0;0
39.00 ;39.00 ;Panties;4.7;150;93;0;7;0;0;0;0
38.00 ;25.00 ;Bras;4.3;375;86;0;14;0;0;0;0
65.00 ;65.00 ;Bras;4.4;806;91;0;9;0;0;0;0
60.00 ;60.00 ;Bras;4.4;754;100;0;0;0;0;0;0
28.00 ;12.85 ;Bras;3.1;6;0;0;0;0;92;0;8
38.00 ;38.00 ;Bras;3.8;30;0;71;0;0;0;0;29
72.00 ;72.00 ;Bras;3.8;96;72;0;28;0;0;0;0
50.00 ;50.00 ;Bras;4.2;959;85;0;15;0;0;0;0
46.00 ;46.00 ;Bras;4.2;730;87;0;13;0;0;0;0
60.00 ;44.99 ;Bras;4.9;17;65;0;35;0;0;0;0
65.00 ;55.00 ;Bras;4.3;105;0;0;10;90;0;0;0
18.00 ;18.00 ;Bras;4;509;89;0;11;0;0;0;0
65.00 ;65.00 ;Bras;4.4;806;91;0;9;0;0;0;0
55.00 ;55.00 ;Bras;4.2;584;0;0;15;85;0;0;0
68.00 ;68.00 ;Bras;4.2;247;80;0;20;0;0;0;0
46.00 ;34.50 ;Bras;4.3;466;71;0;29;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1137;80;0;20;0;0;0;0
38.00 ;19.95 ;Bras;4.3;375;86;0;14;0;0;0;0
60.00 ;39.95 ;Bras;4.9;17;65;0;35;0;0;0;0
42.00 ;42.00 ;Bras;3.8;194;70;0;0;0;0;0;30
65.00 ;65.00 ;Bras;4.4;806;91;0;9;0;0;0;0
65.00 ;65.00 ;Bras;4.3;105;0;0;10;90;0;0;0
46.00 ;46.00 ;Bras;4.2;730;87;0;13;0;0;0;0
60.00 ;60.00 ;Bras;4.9;17;65;0;35;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1137;80;0;20;0;0;0;0
60.00 ;60.00 ;Bras;4.4;754;100;0;0;0;0;0;0
55.00 ;55.00 ;Bras;4.2;959;85;0;15;0;0;0;0
38.00 ;21.41 ;Bras;4.3;375;86;0;14;0;0;0;0
38.00 ;28.50 ;Bras;4.3;375;86;0;14;0;0;0;0
50.00 ;45.00 ;Bras;4.2;959;85;0;15;0;0;0;0
22.00 ;11.99 ;Panties;4.4;398;0;0;0;0;53;35;12
65.00 ;65.00 ;Bras;4.4;1137;80;0;20;0;0;0;0
42.00 ;31.49 ;Bras;3.8;194;67;0;33;0;0;0;0
55.00 ;55.00 ;Bras;4.2;584;0;0;15;85;0;0;0
19.00 ;14.25 ;Panties;4.1;60;86;0;14;0;0;0;0
60.00 ;29.95 ;Bras;4.4;754;82;0;18;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1137;80;0;20;0;0;0;0
65.00 ;65.00 ;Bras;4.3;105;0;0;10;90;0;0;0
65.00 ;65.00 ;Bras;4.3;1848;80;0;20;0;0;0;0
68.00 ;68.00 ;Bras;4.2;247;80;0;20;0;0;0;0
65.00 ;65.00 ;Bras;4.4;806;91;0;9;0;0;0;0
60.00 ;34.99 ;Bras;4.4;754;100;0;0;0;0;0;0
72.00 ;72.00 ;Bras;3.8;96;72;0;28;0;0;0;0
65.00 ;58.96 ;Bras;4.3;1848;80;0;20;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1137;80;0;20;0;0;0;0
46.00 ;46.00 ;Bras;4.4;280;87;0;13;0;0;0;0
46.00 ;34.50 ;Bras;4.3;466;71;0;29;0;0;0;0
38.00 ;30.99 ;Bras;4.3;375;86;0;14;0;0;0;0
38.00 ;21.69 ;Bras;4.3;375;86;0;14;0;0;0;0
68.00 ;64.00 ;Bras;4.2;247;80;0;20;0;0;0;0
19.00 ;19.00 ;Panties;4.1;60;86;0;14;0;0;0;0
55.00 ;55.00 ;Bras;4.2;584;0;0;15;85;0;0;0
38.00 ;30.40 ;Bras;4.3;375;86;0;14;0;0;0;0
10.27 ;10.27 ;Panties;4.4;71;100;0;0;0;0;0;0
55.00 ;46.00 ;Bras;4.2;584;0;0;15;85;0;0;0
65.00 ;22.99 ;Bras;3.8;88;65;0;35;0;0;0;0
19.39 ;19.39 ;Panties;4.7;528;0;0;0;0;53;35;12
60.00 ;37.86 ;Bras;4.9;17;65;0;35;0;0;0;0
42.00 ;29.99 ;Bras;3.8;194;67;0;33;0;0;0;0
33.00 ;33.00 ;Panties;3.8;12;72;0;0;0;0;0;28
42.00 ;32.97 ;Bras;3.8;194;67;0;33;0;0;0;0
34.99 ;34.99 ;Bras;4.3;105;0;0;10;90;0;0;0
60.00 ;60.00 ;Bras;4.4;754;100;0;0;0;0;0;0
10.40 ;10.40 ;Panties;4.4;71;100;0;0;0;0;0;0
11.00 ;11.00 ;Panties;4.4;71;100;0;0;0;0;0;0
54.77 ;54.77 ;Bras;4.2;959;85;0;15;0;0;0;0
18.00 ;14.40 ;Bras;4;509;89;0;11;0;0;0;0
60.00 ;60.00 ;Bras;4.4;754;82;0;18;0;0;0;0
38.00 ;21.98 ;Bras;4.3;375;86;0;14;0;0;0;0
55.00 ;55.00 ;Bras;4;2;0;0;15;85;0;0;0
65.00 ;65.00 ;Bras;4.4;806;91;0;9;0;0;0;0
60.00 ;60.00 ;Bras;4.9;17;65;0;35;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1137;80;0;20;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1137;80;0;20;0;0;0;0
50.00 ;50.00 ;Bras;4.2;959;85;0;15;0;0;0;0
39.00 ;39.00 ;Panties;4.7;150;93;0;7;0;0;0;0
68.00 ;68.00 ;Bras;3.7;57;58;0;42;0;0;0;0
38.00 ;24.35 ;Bras;4.3;375;86;0;14;0;0;0;0
65.00 ;65.00 ;Bras;4.3;308;0;0;0;100;0;0;0
46.00 ;46.00 ;Bras;4.4;280;100;0;0;0;0;0;0
55.00 ;55.00 ;Bras;4;2;0;0;15;85;0;0;0
27.00 ;27.00 ;Panties;4;46;100;0;0;0;0;0;0
69.47 ;69.47 ;Bras;4.3;1848;80;0;20;0;0;0;0
55.00 ;55.00 ;Bras;4;2;0;0;15;85;0;0;0
38.00 ;30.40 ;Bras;4.3;375;86;0;14;0;0;0;0
50.00 ;50.00 ;Bras;4.1;467;0;0;0;100;0;0;0
48.00 ;48.00 ;Bras;4.3;466;71;0;29;0;0;0;0
21.99 ;21.99 ;Panties;4.4;398;0;0;0;0;53;35;12
18.27 ;18.27 ;Panties;4.1;60;86;0;14;0;0;0;0
60.00 ;27.59 ;Bras;4.4;754;82;0;18;0;0;0;0
55.00 ;55.00 ;Bras;4.2;584;0;0;15;85;0;0;0
60.00 ;39.95 ;Bras;4.9;17;65;0;35;0;0;0;0
44.45 ;44.45 ;Bras;4.3;466;72;0;0;0;0;0;28
60.00 ;55.99 ;Bras;4.1;136;81;0;19;0;0;0;0
50.00 ;50.00 ;Bras;4.1;467;0;0;0;100;0;0;0
27.00 ;27.00 ;Panties;4.5;23;82;0;18;0;0;0;0
60.00 ;27.93 ;Bras;4.1;136;81;0;19;0;0;0;0
42.00 ;31.50 ;Bras;3.8;194;67;0;33;0;0;0;0
55.00 ;55.00 ;Bras;4.2;584;0;0;15;85;0;0;0
50.00 ;36.99 ;Bras;4.2;959;85;0;15;0;0;0;0
60.00 ;48.00 ;Bras;4.4;754;82;0;18;0;0;0;0
38.00 ;30.40 ;Bras;4.3;375;86;0;14;0;0;0;0
46.00 ;34.50 ;Bras;4.3;466;71;0;29;0;0;0;0
9.24 ;9.24 ;Panties;4.4;398;0;0;0;0;53;35;12
50.00 ;50.00 ;Bras;4.1;467;0;0;0;100;0;0;0
65.00 ;65.00 ;Bras;4.4;806;91;0;9;0;0;0;0
65.00 ;34.99 ;Bras;4.3;105;0;0;10;90;0;0;0
38.00 ;15.65 ;Bras;4.3;375;86;0;14;0;0;0;0
60.00 ;34.99 ;Bras;4.9;17;65;0;35;0;0;0;0
36.00 ;36.00 ;Bras;4.6;61;72;0;0;0;0;0;28
20.00 ;16.00 ;Panties;4.7;528;0;0;0;0;53;35;12
38.00 ;25.99 ;Bras;3.8;30;71;0;0;0;0;0;29.5
68.00 ;68.00 ;Bras;4.2;247;80;0;20;0;0;0;0
46.00 ;46.00 ;Bras;4.4;280;100;0;0;0;0;0;0
38.00 ;38.00 ;Bras;3.8;30;71;0;0;0;0;0;29.5
55.00 ;55.00 ;Bras;4.2;584;0;0;15;85;0;0;0
38.00 ;20.50 ;Bras;4.3;375;86;0;14;0;0;0;0
50.00 ;50.00 ;Bras;4.2;959;85;0;15;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1137;80;0;20;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1137;80;0;20;0;0;0;0
60.00 ;60.00 ;Bras;4.9;17;65;0;35;0;0;0;0
32.00 ;22.95 ;Bras;3.8;71;0;0;0;0;92;0;8
38.00 ;38.00 ;Bras;4.3;375;86;0;14;0;0;0;0
46.00 ;36.00 ;Bras;4.3;466;71;0;29;0;0;0;0
38.00 ;30.40 ;Bras;4.3;375;86;0;14;0;0;0;0
22.00 ;9.95 ;Panties;4.4;398;0;0;0;0;53;35;12
29.52 ;29.52 ;Panties;4;46;100;0;0;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1137;80;0;20;0;0;0;0
65.00 ;65.00 ;Bras;4.4;1137;80;0;20;0;0;0;0
65.00 ;65.00 ;Bras;4.4;806;91;0;9;0;0;0;0
33.00 ;26.40 ;Panties;3.9;90;72;0;0;0;0;0;28
60.00 ;60.00 ;Bras;4.9;17;65;0;35;0;0;0;0
38.00 ;30.40 ;Bras;4.3;375;86;0;14;0;0;0;0
46.00 ;46.00 ;Bras;4.4;280;87;0;13;0;0;0;0
38.00 ;30.40 ;Bras;4.3;375;86;0;14;0;0;0;0
